#{"t_start": 1789385749.8017635, "env_id": "None"}
r,l,t
14760.356311,5000,4667.195977
14764.567957,5000,4673.031237
14764.86197,5000,4677.931921
14766.557852,5000,4683.819205
14763.134017,5000,4688.617014
14771.209318,5000,4694.312694
14761.149311,5000,4699.148177
14745.958554,5000,4703.993944
14760.194189,5000,4709.774716
14766.025845,5000,4714.423317
14757.887289,5000,4719.827984
14746.919107,5000,4724.626582
14779.857337,5000,4730.436754
14777.756367,5000,4735.208002
14769.211318,5000,4740.996224
14765.824381,5000,4745.882221
14761.407624,5000,4750.74727
14773.612884,5000,4756.529386
14779.649416,5000,4761.385996
14769.110176,5000,4767.320432
14773.63469,5000,4772.11172
14758.133933,5000,4777.997994
14771.279254,5000,4782.837359
14778.840455,5000,4788.664423
14778.47666,5000,4793.48083
14777.445777,5000,4798.376157
14767.937338,5000,4804.165606
14765.639591,5000,4808.981811
14771.100313,5000,4814.9066
14773.804934,5000,4819.690247
14776.694188,5000,4825.506722
14784.349205,5000,4830.33125
14784.475095,5000,4835.26252
14788.200134,5000,4841.020507
14772.044099,5000,4845.836485
14787.755007,5000,4851.581011
14790.459825,5000,4856.440646
14780.692475,5000,4862.171398
14787.760565,5000,4866.98545
14779.027157,5000,4872.780398
14786.610977,5000,4877.682871
14790.786288,5000,4882.45421
14782.057789,5000,4888.250289
14793.316243,5000,4893.073802
14785.875128,5000,4898.883819
14781.213366,5000,4903.687388
14793.39352,5000,4909.544291
14791.860186,5000,4914.362309
14784.425686,5000,4920.177081
14795.151211,5000,4925.109137
14780.892513,5000,4929.970286
14794.983726,5000,4935.799493
14790.626365,5000,4940.62309
14790.781689,5000,4946.477135
14795.071985,5000,4951.331024
14797.014463,5000,4957.050697
14789.074116,5000,4961.978859
14795.879989,5000,4967.691021
14788.22406,5000,4972.513545
14792.407969,5000,4977.394307
14787.688528,5000,4983.129099
14796.143166,5000,4988.030071
14779.855065,5000,4993.75413
14793.554137,5000,4998.627193
14788.877895,5000,5004.38872
14777.288177,5000,5009.324499
14799.223403,5000,5014.134382
14801.904158,5000,5019.943207
14795.021988,5000,5024.78221
14796.707458,5000,5030.85725
14779.68328,5000,5035.642305
14785.418182,5000,5041.474135
14783.636743,5000,5046.231081
14792.913687,5000,5052.003121
14794.415728,5000,5056.816502
14794.564983,5000,5061.654732
14787.495199,5000,5067.351916
14782.909853,5000,5072.16299
14797.617455,5000,5077.864835
14793.06604,5000,5082.657684
14789.469418,5000,5088.281277
14794.076208,5000,5092.973334
14791.431104,5000,5098.6923
14783.565757,5000,5103.54934
14788.974692,5000,5108.411443
14790.502259,5000,5114.276536
14794.141948,5000,5119.08321
14784.671178,5000,5124.907408
14798.284264,5000,5129.785991
14805.227256,5000,5135.733677
14803.146246,5000,5140.655211
14804.965936,5000,5146.417152
14800.643605,5000,5151.373294
14800.967309,5000,5156.217856
14795.556624,5000,5162.025473
14793.97661,5000,5166.937912
14789.069731,5000,5172.855273
14795.722364,5000,5177.878206
14773.807014,5000,5183.715607
14785.416024,5000,5188.640865
14779.759692,5000,5193.569406
14780.641268,5000,5199.421947
14779.802545,5000,5204.360869
14793.013292,5000,5210.169658
14799.837163,5000,5214.998738
14796.338263,5000,5220.772043
14791.535298,5000,5225.632706
14794.378155,5000,5232.148018
14780.641538,5000,5237.198928
14781.698772,5000,5242.409889
14768.398181,5000,5248.134234
14786.144712,5000,5252.831097
14773.350387,5000,5258.583931
14791.789648,5000,5263.381474
14770.489452,5000,5269.15418
14759.387434,5000,5273.970547
14775.621621,5000,5279.749475
14770.745798,5000,5284.60388
14771.587489,5000,5289.413183
14786.340711,5000,5295.401136
14785.845225,5000,5300.274077
14792.390299,5000,5306.205358
14785.514341,5000,5311.195026
14785.897972,5000,5317.044245
14785.273239,5000,5321.929219
14780.905243,5000,5327.82381
14787.011845,5000,5332.855146
14779.259451,5000,5337.769336
14781.49167,5000,5343.607656
14787.042726,5000,5348.543462
14780.058968,5000,5354.374245
14788.150152,5000,5359.260108
14786.401084,5000,5365.027768
14781.803062,5000,5369.86779
14788.181775,5000,5374.718021
14766.417311,5000,5380.489767
14759.452801,5000,5385.27966
14779.436609,5000,5390.923213
14775.704909,5000,5395.786947
14780.081108,5000,5401.561777
14788.244461,5000,5406.561337
14790.276672,5000,5412.345513
14780.482844,5000,5417.302874
14787.72018,5000,5422.133954
14784.55153,5000,5428.073864
14782.026596,5000,5432.953473
14785.509866,5000,5438.790221
14777.300171,5000,5443.654357
14780.240584,5000,5449.541755
14762.08451,5000,5454.339181
14769.29167,5000,5460.109061
14770.713236,5000,5465.179951
14773.053747,5000,5470.193341
14769.580588,5000,5476.057197
14770.730268,5000,5480.871565
14761.852868,5000,5486.704142
14775.796497,5000,5491.663542
14786.259338,5000,5497.459229
14787.913661,5000,5502.221082
14792.476214,5000,5508.002914
14788.503083,5000,5512.886295
14792.803814,5000,5517.701864
14787.732696,5000,5523.326855
14791.983188,5000,5528.119365
14794.450549,5000,5533.75264
14797.179049,5000,5538.561851
14799.080631,5000,5544.386522
14796.655377,5000,5549.40286
14798.934218,5000,5555.284448
14799.833741,5000,5560.135618
14800.828635,5000,5564.959422
14797.730721,5000,5570.925044
14799.945653,5000,5575.905233
14798.277842,5000,5581.63361
14801.337424,5000,5586.407034
14798.023899,5000,5592.289315
14797.306802,5000,5597.279067
14787.639638,5000,5602.047209
14781.720884,5000,5607.807643
14779.936388,5000,5612.698235
14777.605295,5000,5618.61998
14794.04868,5000,5623.570174
14783.876845,5000,5629.343586
14797.159181,5000,5634.384049
14800.850118,5000,5640.125981
14803.532389,5000,5645.000421
14800.224219,5000,5649.844478
14800.917603,5000,5655.613144
14797.964491,5000,5660.394617
14800.204999,5000,5666.112448
14798.15669,5000,5671.114642
14803.773431,5000,5677.080009
14798.528287,5000,5681.909113
14798.344328,5000,5687.745361
14800.342256,5000,5692.595645
14804.556135,5000,5697.393599
14801.810644,5000,5703.175116
14804.212425,5000,5708.093895
14795.614446,5000,5713.808497
14793.877618,5000,5718.577051
14780.668595,5000,5724.391947
14782.000832,5000,5729.321686
14777.795837,5000,5735.039616
14781.321315,5000,5739.940707
14783.7313,5000,5744.765075
14779.875574,5000,5750.604673
14781.834247,5000,5755.473364
14775.514828,5000,5761.247015
14784.071598,5000,5766.014994
14783.377077,5000,5771.756258
14780.524059,5000,5776.717143
14784.858966,5000,5781.704661
14778.803794,5000,5787.515925
14766.751141,5000,5792.429154
14772.199618,5000,5798.145777
14770.123011,5000,5802.97894
14778.954825,5000,5808.732242
14779.117767,5000,5814.235947
14767.988115,5000,5820.103474
14774.352205,5000,5825.066184
14772.777545,5000,5830.069492
14772.171563,5000,5835.470703
14776.072511,5000,5840.369637
14767.120403,5000,5846.117619
14785.774435,5000,5850.793284
14773.016191,5000,5856.387975
14767.857144,5000,5861.109478
14766.222923,5000,5866.925082
14775.166695,5000,5871.67335
14768.827063,5000,5876.333705
14783.029548,5000,5881.873047
14778.123205,5000,5886.540143
14777.735866,5000,5892.112954
14781.003087,5000,5896.821634
14775.508633,5000,5902.37325
14779.392146,5000,5907.005831
14775.389398,5000,5912.554604
14780.358348,5000,5917.272551
14780.892557,5000,5921.941942
14780.652909,5000,5927.509719
14782.305362,5000,5932.21307
14782.861457,5000,5937.775598
14779.993806,5000,5942.388566
14775.871595,5000,5947.978716
14776.434609,5000,5952.726131
14777.517993,5000,5957.505613
14767.721448,5000,5963.189742
14774.171684,5000,5967.918727
14791.822417,5000,5973.5978
14790.093968,5000,5978.259147
14779.224593,5000,5983.779856
14781.06062,5000,5988.403041
14770.822976,5000,5993.889191
14784.424035,5000,5998.540905
14787.246286,5000,6003.212453
14784.158857,5000,6008.708044
14779.306141,5000,6013.355672
14789.085169,5000,6018.914407
14788.094542,5000,6023.538264
14792.890261,5000,6029.087824
14781.606757,5000,6033.703097
14785.13179,5000,6039.202479
14788.410604,5000,6043.891244
14792.180722,5000,6048.609526
14788.033077,5000,6054.178346
14779.902987,5000,6058.897652
14775.492133,5000,6064.505792
14775.782804,5000,6069.213096
14788.455584,5000,6074.78964
14793.120591,5000,6079.573322
14789.303131,5000,6085.301926
14784.616276,5000,6090.20019
14768.862648,5000,6095.030305
14767.276441,5000,6100.756021
14775.037914,5000,6105.627193
14774.591726,5000,6111.400997
14775.347262,5000,6116.316334
14770.59631,5000,6122.142883
14767.916136,5000,6127.077415
14766.146,5000,6132.784435
14771.839486,5000,6137.604753
14770.385211,5000,6142.383987
14766.687801,5000,6148.252253
14763.424398,5000,6153.088309
14769.261179,5000,6158.908998
14772.400752,5000,6163.711285
14766.336273,5000,6169.455332
14776.722063,5000,6174.422808
14777.218904,5000,6179.550075
14769.952644,5000,6185.51444
14775.100131,5000,6190.511406
14768.145829,5000,6196.364741
14776.135745,5000,6201.216518
14771.210781,5000,6206.988829
14768.493875,5000,6211.889852
14763.297709,5000,6217.734736
14777.208494,5000,6222.661032
14769.556551,5000,6227.430641
14777.021532,5000,6233.057036
14769.850993,5000,6237.854206
14760.981033,5000,6243.556382
14758.660331,5000,6248.347435
14772.746473,5000,6254.088713
14767.072601,5000,6259.063662
14772.742624,5000,6264.833527
14761.701096,5000,6269.688058
14760.718048,5000,6274.556246
14767.30581,5000,6280.369886
14760.079326,5000,6285.279639
14762.599141,5000,6291.08097
14771.027555,5000,6295.884793
14777.053012,5000,6301.613649
14780.085265,5000,6306.425308
14779.507496,5000,6312.130524
14780.889691,5000,6316.973102
14779.355799,5000,6321.817826
14778.641651,5000,6327.73808
14774.018487,5000,6332.604416
14776.531497,5000,6338.339982
14770.971107,5000,6343.362731
14758.261876,5000,6349.171204
14762.505944,5000,6354.05825
14763.99196,5000,6358.905282
14776.488582,5000,6364.667098
14776.314871,5000,6369.439275
14762.896228,5000,6375.25163
14771.937923,5000,6380.044486
14775.393206,5000,6385.723221
14769.302448,5000,6390.461861
14737.183893,5000,6396.209249
14618.347052,5000,6401.027107
14776.494472,5000,6405.815063
14735.939934,5000,6411.521116
14417.467334,5000,6416.325588
14535.919792,5000,6422.061587
14723.303638,5000,6426.793212
12495.106413,5000,6432.544471
13830.758052,5000,6437.303919
14613.128766,5000,6442.924593
14082.544931,5000,6447.765847
14267.776705,5000,6452.596091
14497.024291,5000,6458.22208
13753.568825,5000,6462.923136
14397.247113,5000,6468.533557
12719.777927,5000,6473.226321
13278.635451,5000,6478.931312
13008.821889,5000,6483.735865
13053.719477,5000,6489.411659
13093.742214,5000,6494.158374
13537.938886,5000,6498.892382
13448.336375,5000,6504.490009
14341.0026,5000,6509.226182
13833.467412,5000,6514.792775
14721.568204,5000,6519.475087
14096.286417,5000,6525.03626
14307.734162,5000,6529.687186
13685.279555,5000,6534.327017
12442.768382,5000,6539.871065
12562.010555,5000,6544.603508
12803.387994,5000,6550.131427
12767.665708,5000,6554.73851
13348.068448,5000,6560.262833
13056.980942,5000,6564.916886
14772.6268,5000,6570.422771
13247.545229,5000,6575.058101
14777.585162,5000,6579.703961
14778.609678,5000,6585.298347
14773.05255,5000,6589.992727
14775.8653,5000,6595.633806
14765.45183,5000,6600.385088
14763.760542,5000,6606.071329
14765.453331,5000,6610.779149
14768.352002,5000,6616.445898
14770.343332,5000,6621.150332
14771.699759,5000,6625.866439
14766.182517,5000,6631.44749
14771.89186,5000,6636.011574
14770.076252,5000,6641.802176
14773.148341,5000,6646.436781
14770.618486,5000,6651.935506
14770.460094,5000,6656.622133
14769.559372,5000,6662.136472
14773.378751,5000,6666.722124
14771.279241,5000,6671.30758
14772.29359,5000,6676.806778
14774.342404,5000,6681.386977
14777.18042,5000,6686.850987
14771.317053,5000,6691.388539
14787.17384,5000,6696.834005
14785.919711,5000,6701.433146
14772.414915,5000,6706.034306
14781.892461,5000,6711.472553
14767.324711,5000,6716.048176
14781.621955,5000,6721.462478
14777.466053,5000,6725.986833
14772.086045,5000,6731.360406
14785.539775,5000,6735.888162
14781.39594,5000,6741.259748
14781.572097,5000,6745.901397
14783.378767,5000,6750.471979
14783.764737,5000,6755.931208
14784.932131,5000,6760.516123
14785.810212,5000,6765.96456
14785.124708,5000,6770.557215
14783.457661,5000,6775.938102
14778.002976,5000,6780.511338
14778.67502,5000,6785.94784
14782.432363,5000,6790.505801
14779.888838,5000,6795.108516
14780.862065,5000,6800.542787
14773.264204,5000,6805.123058
14774.070964,5000,6810.53583
14781.092045,5000,6815.146927
14780.585894,5000,6820.59383
14779.459174,5000,6825.157824
14777.335327,5000,6830.618972
14773.233891,5000,6835.26621
14777.727212,5000,6839.86353
14774.402527,5000,6845.351234
14770.822731,5000,6849.907038
14763.852296,5000,6855.399251
14760.977222,5000,6859.966969
14762.441631,5000,6865.397911
14758.324875,5000,6869.973222
14767.021094,5000,6875.382958
14762.360054,5000,6879.965179
14764.804488,5000,6884.547532
14772.287682,5000,6890.011554
14760.132598,5000,6894.622619
14760.42399,5000,6900.092358
14763.709945,5000,6904.682603
14760.355943,5000,6910.096301
14757.484275,5000,6914.677989
14762.290301,5000,6919.251897
14765.293709,5000,6924.703871
14761.444611,5000,6929.277459
14760.49132,5000,6934.700335
14754.611786,5000,6939.279641
14761.132176,5000,6944.727882
14757.608053,5000,6949.235962
14749.294717,5000,6954.60394
14745.122159,5000,6959.158441
14749.285936,5000,6963.750459
14743.456614,5000,6969.151027
14718.143112,5000,6973.663103
14711.104324,5000,6979.051287
14708.908268,5000,6983.553416
14712.014093,5000,6989.00412
14714.167545,5000,6993.479941
14711.58326,5000,6998.802524
14706.721422,5000,7003.347137
14719.027946,5000,7007.870218
14706.207757,5000,7013.288761
14680.736801,5000,7017.78057
14698.559524,5000,7023.173986
14715.253596,5000,7027.707426
14675.007034,5000,7033.094749
14678.103178,5000,7037.624444
14678.991686,5000,7042.944054
14675.650631,5000,7047.496504
14652.074458,5000,7051.992453
14671.613591,5000,7057.390369
14683.436393,5000,7061.881936
14686.425191,5000,7067.254478
14676.78165,5000,7071.740876
14696.39536,5000,7077.129336
14684.901188,5000,7081.648295
14707.525634,5000,7086.183885
14716.243267,5000,7091.543509
14719.801307,5000,7096.049302
14720.149765,5000,7101.417948
14715.882806,5000,7105.920703
14719.797841,5000,7111.300578
14726.384459,5000,7116.053177
14724.763072,5000,7121.641649
14712.123953,5000,7126.281912
14714.061664,5000,7130.850236
14721.267569,5000,7136.413179
14713.19716,5000,7140.993265
14722.925755,5000,7146.463357
14719.263117,5000,7150.993173
14722.410367,5000,7156.458644
14713.882391,5000,7160.988571
14709.62152,5000,7166.435419
14713.447714,5000,7171.120374
14704.139529,5000,7175.721397
14703.257258,5000,7181.206006
14702.124848,5000,7185.756627
14715.584068,5000,7191.240601
14694.193489,5000,7195.86733
14698.973811,5000,7201.270123
14685.131919,5000,7205.874113
14650.08323,5000,7211.320113
14683.817957,5000,7215.94924
14593.257403,5000,7220.485312
12973.379412,5000,7225.853234
12095.408993,5000,7230.299832
14525.316542,5000,7235.752858
14512.948386,5000,7240.265727
14496.688696,5000,7245.641015
14626.828744,5000,7250.119606
14658.196364,5000,7254.644532
14648.904753,5000,7260.014831
14600.772807,5000,7264.503895
14644.159686,5000,7269.896593
14588.753117,5000,7274.364162
14566.992163,5000,7279.752521
14541.554502,5000,7284.259549
14538.333569,5000,7289.567446
14531.145664,5000,7294.159272
14120.802649,5000,7298.625823
14064.333891,5000,7304.035963
14588.736737,5000,7308.518961
14478.142046,5000,7313.885833
14522.496918,5000,7318.399352
14467.840937,5000,7323.797225
14507.299834,5000,7328.307601
14593.239603,5000,7333.665405
14599.471842,5000,7338.241714
14672.668864,5000,7342.816153
14593.386012,5000,7348.306938
14610.07876,5000,7352.82944
14590.757206,5000,7358.258686
14603.177919,5000,7362.788505
14587.308454,5000,7368.141939
14584.263143,5000,7372.622595
14553.147811,5000,7378.034244
14522.640115,5000,7382.625561
14472.801397,5000,7387.121119
13692.822003,5000,7392.55032
14441.631315,5000,7397.273044
14468.48605,5000,7402.934947
14447.676305,5000,7407.556585
14327.704154,5000,7413.01992
14345.72028,5000,7417.585396
14446.552793,5000,7422.702816
14577.215355,5000,7426.985049
14608.095653,5000,7431.479182
14566.525703,5000,7436.866733
14625.952136,5000,7441.451423
14609.302266,5000,7446.919865
14566.320889,5000,7451.393838
14561.04298,5000,7456.749084
14604.430145,5000,7461.281125
14557.799515,5000,7465.92183
14583.342461,5000,7471.36996
14529.643244,5000,7475.900482
14614.235621,5000,7481.338953
14588.045789,5000,7485.860469
14639.744456,5000,7491.325533
14621.379636,5000,7495.834559
14637.357089,5000,7501.211579
14669.636104,5000,7505.742323
14624.984716,5000,7510.321934
14661.013001,5000,7515.691192
14663.441247,5000,7520.220916
14654.526255,5000,7525.699341
14675.625393,5000,7530.161562
14656.534133,5000,7535.601553
14645.921171,5000,7540.071243
14654.937601,5000,7545.348826
14639.980524,5000,7549.882577
14657.928254,5000,7554.428806
14636.981792,5000,7559.826434
14615.024487,5000,7564.376884
14622.931717,5000,7569.750573
14665.093167,5000,7574.308189
14651.193014,5000,7579.705635
14575.998871,5000,7584.230756
14624.656515,5000,7589.503771
14636.041623,5000,7594.06185
14654.651041,5000,7598.553235
14602.99238,5000,7603.876561
14652.811599,5000,7608.370381
14641.86487,5000,7613.767274
14636.751478,5000,7618.309654
14645.257693,5000,7623.65613
14671.60355,5000,7628.196511
14629.811489,5000,7632.737799
14662.08432,5000,7638.141912
14684.719957,5000,7642.69212
14665.041162,5000,7648.004813
14679.956662,5000,7652.521457
14643.315705,5000,7657.898406
14655.867379,5000,7662.46255
14693.4698,5000,7667.838235
14689.573786,5000,7672.302966
14667.25681,5000,7676.830425
14657.342592,5000,7682.226445
14676.914253,5000,7686.6991
14652.771876,5000,7692.129564
14659.313136,5000,7696.619097
14694.516936,5000,7701.99519
14660.383886,5000,7706.465038
14630.720748,5000,7711.865963
14704.074976,5000,7716.418589
14702.446132,5000,7720.964586
14679.785179,5000,7726.360528
14702.993336,5000,7730.84958
14697.483405,5000,7736.238462
14708.167264,5000,7740.765044
14654.199536,5000,7746.170648
14633.910182,5000,7750.670472
14636.036905,5000,7756.041647
14529.054348,5000,7760.645902
14531.388978,5000,7765.099486
14454.732136,5000,7770.428899
14504.778097,5000,7774.89667
14496.972842,5000,7780.229963
14508.348205,5000,7784.695395
14525.356437,5000,7790.0135
14508.187444,5000,7794.512771
14453.990812,5000,7798.974129
14506.017071,5000,7804.400331
14635.523023,5000,7809.104502
14612.39975,5000,7814.507923
14414.068326,5000,7818.991915
14568.777908,5000,7824.338677
14560.791788,5000,7828.810438
14632.379314,5000,7834.106484
14499.077688,5000,7838.616913
14612.61383,5000,7843.141078
14610.642119,5000,7848.499161
14691.506937,5000,7852.977777
14560.102981,5000,7858.31434
14603.044876,5000,7862.767586
14618.388318,5000,7868.184473
14599.1314,5000,7872.659939
14689.550105,5000,7877.958296
14694.701321,5000,7882.532025
14730.424624,5000,7887.071482
14711.485803,5000,7892.42293
14714.676247,5000,7896.88309
14680.109335,5000,7902.301389
14671.738565,5000,7906.827223
14662.767491,5000,7912.117602
14647.4157,5000,7916.639229
14677.71033,5000,7921.986558
14655.356017,5000,7926.559177
14632.482584,5000,7931.085661
14689.359899,5000,7936.493122
14692.013414,5000,7940.95707
14682.937229,5000,7946.427265
14713.202205,5000,7950.966364
14692.093066,5000,7956.298575
14704.40195,5000,7960.857521
14700.644276,5000,7965.341768
14634.642629,5000,7970.732075
14700.255509,5000,7975.187114
14715.676362,5000,7980.613767
14704.685828,5000,7985.127682
14708.27128,5000,7990.536265
14670.672106,5000,7995.050902
14682.697711,5000,8000.36342
14629.855148,5000,8004.905403
14617.955615,5000,8009.457803
14635.491158,5000,8014.857301
14656.479969,5000,8019.307682
14643.303424,5000,8024.694216
14671.589223,5000,8029.201157
14708.394424,5000,8034.530239
14670.266384,5000,8039.055068
14699.035089,5000,8044.394192
14667.289714,5000,8048.906762
14718.813838,5000,8053.365319
14695.161762,5000,8058.732306
14640.870265,5000,8063.261356
14686.577042,5000,8068.589572
14714.006515,5000,8073.112417
14700.215862,5000,8078.51976
14706.057872,5000,8083.050946
14707.280449,5000,8088.336367
14666.038423,5000,8092.832623
14651.895213,5000,8097.296722
14645.792577,5000,8102.854986
14709.143581,5000,8107.504503
14707.930197,5000,8113.07525
14671.806283,5000,8117.718886
14705.181711,5000,8123.36237
14712.899348,5000,8127.927484
14648.087341,5000,8133.253478
14607.171939,5000,8137.758383
14622.228869,5000,8142.208915
14595.651445,5000,8147.504707
14517.003088,5000,8151.975478
14599.894096,5000,8157.105781
14496.727307,5000,8161.79356
14480.459203,5000,8167.20244
14538.935236,5000,8171.662383
14516.49934,5000,8176.107263
14546.853511,5000,8181.395942
14647.853408,5000,8185.798052
14618.771512,5000,8191.103967
14569.96242,5000,8195.611391
14615.608642,5000,8200.879088
14642.376655,5000,8205.391693
14647.804661,5000,8210.668525
14686.920296,5000,8215.187874
14646.886925,5000,8219.642937
14682.461912,5000,8225.015576
14712.002051,5000,8229.491818
14625.706893,5000,8234.811053
14579.816702,5000,8239.286946
14630.28768,5000,8244.594956
14627.439362,5000,8249.08581
14651.307867,5000,8254.363637
14661.907473,5000,8258.821588
14680.639591,5000,8263.348989
14661.041726,5000,8268.684753
14689.592476,5000,8273.132262
14698.815107,5000,8278.503886
14673.580712,5000,8282.990435
14690.652933,5000,8288.352491
14705.537597,5000,8292.826758
14682.655972,5000,8298.158789
14687.023797,5000,8302.702275
14681.366209,5000,8307.128499
14706.584065,5000,8312.417235
14699.164396,5000,8316.853464
14662.295004,5000,8322.217916
14659.003634,5000,8326.70094
14710.788104,5000,8332.036519
14685.399024,5000,8336.554566
14673.79587,5000,8340.992814
14606.568977,5000,8346.339977
14693.776278,5000,8350.749226
14689.318872,5000,8356.118476
14695.004745,5000,8360.612936
14649.380409,5000,8365.898199
14688.104303,5000,8370.340651
14667.586439,5000,8375.715006
14708.155411,5000,8380.220929
14691.949507,5000,8384.71325
14698.185827,5000,8390.088505
14694.472969,5000,8394.494284
14688.931586,5000,8399.843033
14689.45767,5000,8404.333148
14686.300251,5000,8409.704523
14686.610364,5000,8414.208492
14681.523805,5000,8419.472163
14630.158638,5000,8424.005355
14656.413564,5000,8428.502473
14654.904232,5000,8433.797887
14641.735619,5000,8438.231601
14644.018251,5000,8443.557061
14641.717205,5000,8448.052894
14676.299295,5000,8453.440226
14659.939892,5000,8457.92949
14665.734411,5000,8463.19187
14644.772984,5000,8467.657806
14613.995912,5000,8472.200843
14619.49546,5000,8477.523825
14622.459168,5000,8481.990342
14583.580724,5000,8487.290718
14669.528009,5000,8491.812792
14635.329389,5000,8497.186745
14618.739728,5000,8501.618167
14630.402644,5000,8506.138588
14677.334588,5000,8511.544075
14668.716375,5000,8515.994874
14682.442475,5000,8521.280533
14633.25611,5000,8525.798759
14669.812556,5000,8531.162647
14645.116652,5000,8535.614951
14670.400823,5000,8540.933838
14651.356719,5000,8545.436878
14670.743555,5000,8549.870669
14667.240225,5000,8555.159065
14644.432315,5000,8559.644536
14637.884363,5000,8564.960617
14632.614511,5000,8569.398859
14662.420629,5000,8574.699225
14621.529454,5000,8579.118912
14671.091127,5000,8584.435871
14646.916292,5000,8588.89461
14677.55397,5000,8593.325975
14710.391165,5000,8598.642007
14671.157743,5000,8603.159524
14654.572114,5000,8608.489638
14676.090403,5000,8612.933565
14703.49422,5000,8618.237242
14679.90594,5000,8622.737685
14665.175048,5000,8628.074988
14666.547173,5000,8632.552868
14687.252629,5000,8637.067803
14658.196679,5000,8642.441612
14691.594854,5000,8646.955498
14697.066303,5000,8652.296021
14675.80476,5000,8656.824186
14690.707752,5000,8662.18658
14661.783804,5000,8666.708181
14677.489021,5000,8671.961011
14683.951423,5000,8676.434759
14688.135608,5000,8680.875991
14665.426264,5000,8686.23281
14698.684144,5000,8690.741037
14628.120096,5000,8696.088635
14670.372743,5000,8700.586066
14625.940014,5000,8705.832447
14637.940289,5000,8710.277758
14625.327678,5000,8714.708736
14565.79264,5000,8719.997451
14581.4107,5000,8724.441215
14582.025135,5000,8729.787213
14269.36549,5000,8734.215492
14611.066049,5000,8739.522626
14477.797766,5000,8743.943701
14463.454643,5000,8749.19609
14598.734059,5000,8753.653365
14524.172393,5000,8758.090234
14641.211211,5000,8763.355691
14606.707551,5000,8767.781044
14569.915558,5000,8773.082644
14561.144009,5000,8777.511285
14494.69955,5000,8782.787414
14604.094035,5000,8787.282955
14531.066302,5000,8792.523629
14545.976383,5000,8797.047312
14547.530559,5000,8801.496654
13698.805602,5000,8806.758445
14322.84014,5000,8811.15893
14407.230765,5000,8816.518275
14307.028932,5000,8820.949703
14109.747959,5000,8826.246228
14444.551113,5000,8830.740513
14344.222032,5000,8835.972171
14479.687946,5000,8840.441908
14513.209202,5000,8844.949382
14431.393624,5000,8850.236866
14565.243219,5000,8854.682189
14570.17432,5000,8859.965205
14562.568138,5000,8864.406608
14627.593591,5000,8869.67985
14585.791182,5000,8874.166905
14604.955065,5000,8878.673418
14592.966214,5000,8884.00815
14582.577633,5000,8888.472047
14596.665847,5000,8893.818
14588.65474,5000,8898.325524
14621.572296,5000,8903.603959
14549.22025,5000,8908.119315
14584.679547,5000,8913.364542
14573.203882,5000,8917.819282
14576.288329,5000,8922.244899
14617.777049,5000,8927.557259
14634.693765,5000,8932.012798
14581.53781,5000,8937.292248
14577.611238,5000,8941.772382
14591.567857,5000,8947.081467
14637.963893,5000,8951.576553
14634.941063,5000,8956.844847
14588.689448,5000,8961.267934
14558.397891,5000,8965.792089
14527.556447,5000,8971.149459
14336.424179,5000,8975.581612
14410.849784,5000,8980.835315
14509.300624,5000,8985.290217
14495.812219,5000,8990.564412
14564.062579,5000,8995.031727
14478.58625,5000,9000.302331
14520.639018,5000,9004.852246
14523.179714,5000,9009.274625
14551.927322,5000,9014.620005
14502.393932,5000,9019.059458
14550.640955,5000,9024.355249
14497.853218,5000,9028.786712
14460.978623,5000,9034.066699
14586.064499,5000,9038.541051
14521.834233,5000,9042.977211
14533.072265,5000,9048.286948
14586.969631,5000,9052.719319
14522.846311,5000,9058.011709
14596.719526,5000,9062.448779
14511.362405,5000,9067.734457
14620.719143,5000,9072.219402
14605.319342,5000,9077.458255
14593.889189,5000,9081.904603
14595.600018,5000,9086.312249
14583.372591,5000,9091.645145
14543.6964,5000,9096.124743
14514.498615,5000,9101.413797
14584.054336,5000,9105.867461
14550.976894,5000,9111.233313
14586.262252,5000,9115.656264
14540.007759,5000,9120.917977
14551.591024,5000,9125.387295
14541.765171,5000,9129.826431
14527.125263,5000,9135.131821
14568.361445,5000,9139.584536
14567.079377,5000,9144.889975
14601.283786,5000,9149.359165
14613.26634,5000,9154.662953
14632.945338,5000,9159.106869
14608.868949,5000,9164.342446
14617.816255,5000,9168.806231
14634.598994,5000,9173.215442
14637.120434,5000,9178.515732
14591.331186,5000,9183.002504
14628.840419,5000,9188.301419
14653.675145,5000,9192.805847
14633.135336,5000,9198.153173
14545.32542,5000,9202.653905
14614.347182,5000,9207.134196
14530.477712,5000,9212.422322
14622.408073,5000,9216.932657
14618.873263,5000,9222.259056
14598.136274,5000,9226.755669
14632.823277,5000,9232.064121
14581.592505,5000,9236.561119
14586.533226,5000,9241.918107
14588.918169,5000,9246.400619
14584.799124,5000,9250.887601
14638.978974,5000,9256.195286
14589.212247,5000,9260.679984
14611.881347,5000,9266.026801
14638.475337,5000,9270.532198
14620.203683,5000,9275.798541
14631.975112,5000,9280.302927
14632.969006,5000,9285.617435
14599.328719,5000,9290.131586
14601.752465,5000,9294.601803
14650.685866,5000,9299.92553
14639.889957,5000,9304.340471
14636.774661,5000,9309.64521
14655.30135,5000,9314.131552
14634.963633,5000,9319.467962
14627.281959,5000,9323.959559
14665.991596,5000,9329.234559
14639.562406,5000,9333.68801
14655.727589,5000,9338.134566
14606.898874,5000,9343.429369
